Date,Startup Name,Industry,Sub-vertical,Location,Investors,Investment Type,Amount in USD,Website URL
02-09-2015,HolaChef,,Food Delivery Platform,Mumbai,Ratan Tata,Private Equity,,
02-09-2015,Capillary Tech,,Cloud software solutions,New Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,45000000,http://capillarytech.com/
02-09-2015,Zivame,,Online Lingerie Marketplace,Bangalore,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,40000000,http://www.zivame.com/
01-09-2015,Luxuryhues,,Luxury goods  Shopping Platform,Gurgaon,Reliance Capital,Private Equity,900000,http://luxuryhues.com/
01-09-2015,Stylecracker,,Personalized Styling platform,Mumbai,Group of HNI investors,Private Equity,1000000,http://www.stylecracker.com/
01-09-2015,FXMartIndia,,Payment Services platform,Chandigarh,Flipkart,Private Equity,,
01-09-2015,TOFlo,,FinTech Startup Incubation platform,Mumbai,Tania Johny Palathinkal,Seed Funding,100000,http://toflo.in/
31-08-2015,DropKaffe,,Online Coffee Delivery platform,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Funding,300000,http://dropkaffe.com/
31-08-2015,Reverie,,Language Localization Cloud platform,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,4000000,
31-08-2015,Infinite Analytics,,Big Data & predictive Analysis Platform,Mumbai,"Ratan Tata, Nikhil Vora & others",Private Equity,,http://www.infiniteanalytics.com/
29-08-2015,iamwire,,Digital Media publishing platform,Gurgaon,"Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal",Seed Funding,,http://www.iamwire.com/
28-08-2015,RollMafia,,QSR Restaurant Chain,Pune,Equentia Natural Resources,Seed Funding,160000,http://rollmafia.in/
28-08-2015,Vyomo,,Beauty & Lifestyle Mobile Marketplace,Bangalore,Rocket Internet,Private Equity,2000000,
28-08-2015,BetterButter.in,,online recipe sharing platform,New Delhi,"Growx Ventures, Manish Singhal",Seed Funding,,http://www.betterbutter.in/
27-08-2015,Eazy Coach,,Education Marketplace,Kolkata,Ravi Agarwal,Seed Funding,,http://signup.eazycoach.com/
27-08-2015,InstaSafe,,Private Cloud Networks SAAS platform,Bangalore,Group of Investors,Seed Funding,,http://www.instasafe.com/
27-08-2015,Djubo.com,,Cloud Based Hotel Sales Platform,New Delhi,Ibibo Group,Private Equity,,http://www.djubo.com/
26-08-2015,PickMyLaundry,,on-Demand Washing & Dry-Cleaning,New Delhi,GHV Accelerator,Seed Funding,100000,http://www.pickmylaundry.in/
26-08-2015,FoodTalkIndia,,Online Food Community Platform,Gurgaon,Undisclosed Investor,Seed Funding,500000,http://www.foodtalkindia.com/
26-08-2015,Belita,,On-Demand Beauty Service,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,400000,http://www.belitaindia.com/
26-08-2015,EzySolare,,solar products and services marketplace,Ahmedabad,Infuse Ventures,Seed Funding,,http://www.ezysolare.com
25-08-2015,EazyDiner,,Restaurant Reservation Platform,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,3000000,https://www.eazydiner.com/
25-08-2015,RevX,,Cross-channel CRM platform,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,4000000,http://revx.io/
25-08-2015,ICustomMadeIt,,Professional Custom creators Marketplace,Pune,Group of Angel Investors,Seed Funding,250000,http://www.icustommadeit.com/
25-08-2015,Qyk App,,On-Demand App based Professional service provider,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,1000000,
24-08-2015,iZofy,,Scientific Horoscope Online Assistance platform,Kolkata,Prime Capital Markets Ltd,Seed Funding,,
24-08-2015,Jolly Food Fellow,,Food Customer analytics platform,Ahmedabad,The 1947,Seed Funding,300000,http://www.jollyfoodfellow.com/
24-08-2015,BookMeIn,,Professional Service Appointment booking service,Mumbai,Ajmera Group of Companies,Seed Funding,400000,https://bookmein.in/
24-08-2015,rBus,,Tech enabled AC bus service,Mumbai,"India Quotient, Anupam Mittal & others",Seed Funding,,
21-08-2015,ePoise,,Job Search Platform,Bangalore,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,500000,http://www.epoise.com/
20-08-2015,LabsAdvisor,,Online Diagnostic Tests Marketplace,New Delhi,Group of Angel Investors,Seed Funding,156000,http://www.labsadvisor.com/
20-08-2015,Flatpebble,,Online marketplace for Photographers,Hyderabad,Indian Angel Network,Seed Funding,600000,http://www.flatpebble.com/
20-08-2015,Bluegape.com,,Visual Blogging platform,New Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,600000,
19-08-2015,MebelKart,,Online Furniture Marketplace,Bangalore,AskMe,Private Equity,20000000,
19-08-2015,TimeSaverz,,"Hyperlocal Maintenance, Repair & Cleaning services",Mumbai,Unilazer Ventures,Private Equity,2400000,https://www.timesaverz.com/
19-08-2015,Fashionove,,Fashion Search & Review Platform,Kolkata,Umesh Yadav,Seed Funding,,
19-08-2015,Envoged,,pre-owned Luxury online apparel seller,Mumbai,"Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar",Seed Funding,,
18-08-2015,Roposo,,Fashion Discovery platform,Gurgaon,Tiger Global,Private Equity,15000000,http://www.roposo.com
18-08-2015,Zoojoo.be,,Corporate Wellness App,Bangalore,RoundGlass Partners,Private Equity,1000000,http://www.zoojoo.be/
18-08-2015,IDfy,,Online Identity Verification Services platform,Mumbai,"NEA, Blume Ventures & others",Private Equity,,https://www.idfy.com/
18-08-2015,Twyst,,Location based engagement & rewards platform,Gurgaon,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",Seed Funding,,
18-08-2015,HyperVerge,,Deep Learning Cloud Algorithms,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,1000000,http://hyperverge.co/
18-08-2015,IntelligenceNODE,,Data Analytics Platform,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,4200000,http://www.intelligencenode.com/
17-08-2015,ShadowFax,,on-demand delivery service,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,310000,http://shadowfax.in/
17-08-2015,YourStory,,Startup Focused Online Publisher,Mumbai,"Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay",Seed Funding,,http://www.YourStory.com
17-08-2015,Gadgets 360,,Car & Bike ecommerce platform,New Delhi,One97 Communications,Private Equity,,http://gadgets.ndtv.com/
17-08-2015,Orobind,,App based Fitness coaching,Bangalore,Existing & New Investors,Private Equity,,
17-08-2015,MSM Box,,Beauty & Lifestyle platform,New Delhi,Rohit Goel,Seed Funding,,http://msmbox.com/
17-08-2015,Fixy,,On demand cleaning & fixing services,Mumbai,VentureNursery,Seed Funding,,
17-08-2015,Sampurnearth,,Waste Management Solutions,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,160000,http://www.sampurnearth.com/
17-08-2015,Edu4Share,,Exam Preparation Platform,New Delhi,Nalin Jain & other angel investors,Seed Funding,220000,http://www.edu4share.com/
14-08-2015,VanityCube,,On-Demand Beauty Services,New Delhi,Group of angel investors,Seed Funding,,http://vanitycube.in/
14-08-2015,Trukky,,Logistics service platform,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,245000,http://Trukky.com
14-08-2015,VoxWeb,,Picture based Social App,Mumbai,Jitendra Gupta & others,Seed Funding,100000,http://www.voxweb.rocks/
13-08-2015,Massblurb,,Digital Marketing automation solution,Mumbai,"LetsVenture, Mumbai Angels",Seed Funding,,http://www.massblurb.com/
13-08-2015,betaout,,Ecommerce Marketing Software Platform,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &  Group of other Angel investors",Seed Funding,500000,http://www.betaout.com/
13-08-2015,IFMR Holdings,,Financial Inclusion platform,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,25000000,http://www.ifmr.co.in/
13-08-2015,Agrostar,,Mobile Commerce for Farmers,Pune,IDG Ventures,Private Equity,4000000,http://agrostar.in/
12-08-2015,Scripbox,,Mutual Fund Investing platform,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,2500000,https://scripbox.com/
12-08-2015,Sheroes,,Career Community for Women,Noida,"Quintillion Media, 500 Startups",Seed Funding,770000,http://sheroes.in/
12-08-2015,BigBasket,,Online & mobile Grocery store,Bangalore,Bessemer Venture Partners,Private Equity,50000000,http://www.BigBasket.com
12-08-2015,OneAssist,,Credit Card Fraud protection solutions,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,7500000,https://www.oneassist.in/
11-08-2015,RainCan,,Subscription based Online Grocery platform,Pune,Ajeet Khurana & Others,Seed Funding,100000,http://www.raincan.com/
11-08-2015,WOW! MOMO,,Quick Service Restaurant Chain,Kolkata,Indian Angel Network,Seed Funding,1600000,https://en.wikipedia.org/wiki/Wow!_Momo
11-08-2015,Infogain,,Business and IT consulting,New Delhi / US,ChrysCapital,Private Equity,63000000,http://www.infogain.com/
11-08-2015,Livspace,,Home Design & Décor solutions,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,8000000,http://www.livspace.com/
11-08-2015,Allygrow Technologies,,engineering services company,Mumbai,Zodius Technology Fund,Private Equity,20000000,
10-08-2015,MyTaxiIndia,,Taxi Rental platform,Gurgaon,"Nihon Kotsu,",Private Equity,500000,http://www.mytaxiindia.com/
10-08-2015,eSadar,,ecommerce,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,80000,
10-08-2015,NearBuy (previously  groupon India),,Hyper-Local Ecommerce,New Delhi,Sequoia Capital,Private Equity,16000000,http://www.nearbuy.com/
10-08-2015,MyPoolin,,mobile social network,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,250000,https://mypoolin.com/
10-08-2015,Actionable Analytics,,Machine Learning Platform,New Delhi/ Houston,"B M Gupta, Vinod Singhal",Seed Funding,,http://www.actionableanalytics.biz/
10-08-2015,Inkmonk,,Online printing marketplace,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,250000,https://inkmonk.com/
10-08-2015,ToneTag,,mobile payment software platform,Bangalore,Reliance Capital Venture,Private Equity,1000000,http://www.tonetag.com/
10-08-2015,Grey Orange,,Automated Storage & Warehousing Solution,Gurgaon,Tiger Global Management,Private Equity,30000000,http://www.greyorange.com/
07-08-2015,GIBSS,,Energy saving solutions provider,Mumbai,"responsAbility Investments, Infuse Ventures",Private Equity,,http://www.gibss.in/
07-08-2015,Carl’s Jr,,Fast food Chain Franchisee,Gurgaon,YouWeCan Ventures,Seed Funding,630000,http://cybizcorp.com/
07-08-2015,EasyRewardz,,Loyalty Programs & Reward Points,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,500000,https://www.easyrewardz.com/
07-08-2015,iOrderFresh,,Grocery retail Mobile app,New Delhi,Best Foodworks,Seed Funding,,http://www.iorderfresh.com/
07-08-2015,StoreMore.in,,Self-Storage Spaces,Noida,Bedrock Ventures,Seed Funding,,http://storemore.in/
06-08-2015,Wetravelsolo,,Travel community platform,New Delhi,"CCube Angels, Frontline Strategy",Seed Funding,,
06-08-2015,Klozee,,Luxury Apparel rental,Bangalore,Tracxn Labs,Seed Funding,,
06-08-2015,Appvigil,,App security  testing platform,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,500000,
06-08-2015,LoudShout,,anonymous bulletin board app,New Delhi,"Sanjay Sethi, Ravi Jaipuria & others",Seed Funding,,
06-08-2015,practo,,Doctor Appointment booking app,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,90000000,https://www.practo.com/
06-08-2015,Ketto,,Crowd funding platform,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,700000,https://www.ketto.org/
06-08-2015,Ezetap,,Mobile based PoS solution,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,25000000,http://site.ezetap.com/
06-08-2015,NDTV ecommerce venture,,Car & Bike ecommerce platform,Mumbai,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",Private Equity,,
05-08-2015,NightStay,,hotel booking app,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,500000,http://www.nightstay.in/
05-08-2015,Grex,,fund raising platform for startups,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,650000,https://grex.in/
05-08-2015,Zo Rooms,,Online budget hotel chain,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,30000000,
05-08-2015,Doormint,,Hyperlocal Handyman services,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,3000000,
05-08-2015,LetsTransport,,Logistics Tech Platform,Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,1300000,
05-08-2015,Zocalo,,Rental Accomodation finder,New Delhi,"Sachin Bhatia, Rajesh Sawhney",Seed Funding,,http://zocalo.in/
05-08-2015,Sunday Realty Solutions,,Tech Platform for property brokers,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,785000,http://www.sundaymobility.com/
04-08-2015,Pickingo,,On-Demand Delivery Logistics,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,1300000,
03-08-2015,Jusride,,Self Driven Car rental,Mumbai,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal",Seed Funding,,
03-08-2015,Wizrocket,,User Engagment & Analytics platform,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,9600000,http://wizrocket.com/
03-08-2015,Glowship,,Energy & Environment Online Marketplace,Bangalore,Infuse Ventures,Seed Funding,,http://www.glowship.com/
03-08-2015,The Home Salon,,on-demand home beauty and wellness portal,Mumbai,VentureNursery,Seed Funding,,http://thehomesalon.in/
03-08-2015,Oyorooms,,Budget Hotel accommodation brand,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,  Lightspeed India",Private Equity,100000000,http://www.oyorooms.com/
03-08-2015,Connect India,,ECommerce Logistics provider,New Delhi,Aavishkaar,Private Equity,5000000,http://www.connectindia.com/
03-08-2015,Cuelearn,,Tech-enabled learning,New Delhi,Alok Mittal,Seed Funding,,http://cuelearn.com/
01-08-2015,Ressy,,Restaurant Discount app,Pune,Mohandas Pai & others,Seed Funding,400000,
01-08-2015,Snapdeal,,Ecommerce Marketplace,New Delhi,"Alibaba, Foxconn, Softbank",Private Equity,500000000,http://www.snapdeal.com
31-07-2015,Bona Vita,,Travel Tech,Gurgaon,MakeMyTrip,Private Equity,5000000,
31-07-2015,Prothom ,,Hasbro Toy Manufacturer,Pune,Oliphabs Capital,Private Equity,2000000,
31-07-2015,TripFactory,,Online Curated Holiday package bookings,Bangalore,"Aarin Capital Partners,",Private Equity,,https://www.tripfactory.com/
31-07-2015,LazyLad,,Hyperlocal Grocery App,Gurgaon,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,500000,
30-07-2015,MadRat Games,,Educational Board Games,Bangalore,"Kunal Bahl, Rohit Bansal",Seed Funding,168000,
30-07-2015,Droom.in,,Used Vehicle Marketplace,New Delhi,"Lightbox Ventures, Beenos",Private Equity,16000000,http://www.Droom.in
30-07-2015,Pragmatix,,Business intelligence & Analytics,Mumbai,SIDBI Venture Capital Ltd,Private Equity,2400000,http://www.pragmatixservices.com/
30-07-2015,Cartisan,,On-Demand Car services App,Bangalore,"YouWeCan Ventures,  Aprameya Radhakrishna",Seed Funding,,http://cartisan.in/#/
30-07-2015,Wassup,,On-Demand Laundry & Dry cleaning App,Chennai,B S Nagesh,Private Equity,,
30-07-2015,Pipa Bella,,Online Jewelry Store,Mumbai,LionRock Capital,Private Equity,600000,http://www.pipabella.com/
30-07-2015,Noodle Play,,Chinese food delivery,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding,168000,
29-07-2015,Swajal,,Innovative Water Solutions,Gurgaon,Abhishek Gupta,Private Equity,1200000,http://swajal.in/
29-07-2015,Zovi.com / Little App,,Hyperlocal Deals Marketplace,Bangalore,"Paytm, SAIF Partners,  Tiger Global Management & others",Private Equity,50000000,
29-07-2015,Zimmber,,Hyperlocal Handyman Services,Mumbai,"IDG Ventures India, Omidyar Network, Sherpalo Ventures,  Mohandas Pai",Private Equity,2000000,http://zimmber.com/
29-07-2015,trueHb,,Medical Tech Instruments,New Delhi,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",Seed Funding,2400000,http://www.truehb.com/
28-07-2015,Pepperfry,,Online home décor marketplace,Mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Equity,100000000,https://www.pepperfry.com/
28-07-2015,Opinio,,Hyperlocal food & grocery store,Bangalore,"Accel Partners, Traxcn Labs & Others",Seed Funding,1300000,
28-07-2015,Zoctr,,Health-Tech platform,Mumbai,"Sandeep Parwal, Krishan Gupta & Others",Seed Funding,1000000,http://www.zoctr.com/
28-07-2015,Flipkart.com,,Online Marketplace,Bangalore,Steadview Capital and existing investors,Private Equity,700000000,https://www.flipkart.com
27-07-2015,Bevy,,Online Hiring Platform,Bangalore,Varun Agarwal & Others,Seed Funding,,
27-07-2015,Locus,,Logistics Automation Platform,Bangalore,"growX ventures,  Manish Singhal",Seed Funding,,http://locus.sh/
27-07-2015,Townrush,,B2B logistics delivery platform,Bangalore,Lightspeed Venture Partners,Seed Funding,,
27-07-2015,ManageMySpa,,Spa & Salon Management Software,Hyderabad,Accel Partners,Private Equity,6000000,http://www.managemyspa.com/
25-07-2015,CredR,,Used Bikes Marketplace,Mumbai,Fidelity Growth Partners,Private Equity,15000000,http://www.credr.com/
25-07-2015,Shopatplaces,,Ethnic/ Traditional Fashion Store,New Delhi,Indian Angel Network,Seed Funding,,
24-07-2015,BroEx,,Real Estate Broker network App,Gurgaon,Lightspeed India,Private Equity,1000000,http://broex.in/
23-07-2015,Quikr,,Online & Mobile classified listings,Mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,60000000,http://www.Quikr.com
